 [2022-10-11 23:10:25,893] Pre-Condition: Open browser and navigate to Homepage
 [2022-10-12 13:02:04,015] Checkout - Step 02: Click to 'Template Kits' link from 'Elementor' submenu
 [2022-10-12 13:02:05,699] Checkout - Step 03: Choose Grid View mode
 [2022-10-12 13:02:07,173] Checkout - Step 04: Add product 'Cabel - Electricity Services Elementor Template Kit' to Cart
 [2022-10-12 13:02:08,148] Checkout - Step 05: Click to 'Keep Browsing' button to continue choosing next product
 [2022-10-12 13:02:09,112] Checkout - Step 06: Add product 'Maldives - Business & Agency Elementor Template Kit' to Cart
 [2022-10-12 13:02:09,353] Checkout - Step 07: Click to 'Go to Checkout' button
 [2022-10-12 13:02:11,357] Checkout - Step 08: Verify product 'Cabel - Electricity Services Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:02:11,512]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:02:11,512] Checkout - Step 09: Verify product '' price is correctly displayed
 [2022-10-12 13:02:11,618]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:02:11,619] Checkout - Step 10: Verify product 'Maldives - Business & Agency Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:02:11,730]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:02:11,730] Checkout - Step 11: Verify product 'Maldives - Business & Agency Elementor Template Kit' price is correctly displayed
 [2022-10-12 13:02:11,898]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:02:11,898] Checkout - Step 12: Verify cart total is correctly displayed
 [2022-10-12 13:02:12,076]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:02:12,076] Checkout - Step 13: Click to 'Secure Checkout' button
 [2022-10-12 13:02:14,262] Checkout - Step 14: Input to Firstname textbox with value: Vincent
 [2022-10-12 13:02:15,725] Checkout - Step 15: Input to Lastname textbox with value: VSM
 [2022-10-12 13:02:17,125] Checkout - Step 16: Input to Email textbox with value: vincent@gmail.com
 [2022-10-12 13:02:18,865] Checkout - Step 17: Input to Username textbox with value: vincen218
 [2022-10-12 13:02:23,507] Checkout - Step 18: Input to Password textbox with value: Vincen@218
 [2022-10-12 13:02:24,970] Checkout - Step 19: Tick to captcha checkbox
 [2022-10-12 13:02:25,282] Checkout - Step 20: Tick to send me tips checkbox
 [2022-10-12 13:02:25,372] Checkout - Step 21: Back to Cart Page
 [2022-10-12 13:02:26,361] Checkout - Step 21: Click to 'Empty Cart' button
 [2022-10-12 13:02:26,515] Checkout - Step 21: Accept alert to remove all item from cart
 [2022-10-12 13:02:26,539] Checkout - Step 21: Verify cart is empty
 [2022-10-12 13:02:27,700]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:09:18,406] Pre-Condition: Open browser and navigate to Homepage
 [2022-10-12 13:09:24,589] Checkout - Step 01: Click to 'Web Themes & Templates' menu
 [2022-10-12 13:09:24,828] Checkout - Step 02: Click to 'Template Kits' link from 'Elementor' submenu
 [2022-10-12 13:09:25,673] Checkout - Step 03: Choose Grid View mode
 [2022-10-12 13:09:26,614] Checkout - Step 04: Add product 'Cabel - Electricity Services Elementor Template Kit' to Cart
 [2022-10-12 13:09:27,511] Checkout - Step 05: Click to 'Keep Browsing' button to continue choosing next product
 [2022-10-12 13:09:28,363] Checkout - Step 06: Add product 'Maldives - Business & Agency Elementor Template Kit' to Cart
 [2022-10-12 13:09:28,617] Checkout - Step 07: Click to 'Go to Checkout' button
 [2022-10-12 13:09:30,387] Checkout - Step 08: Verify product 'Cabel - Electricity Services Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:09:30,534]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:09:30,534] Checkout - Step 09: Verify product '' price is correctly displayed
 [2022-10-12 13:09:30,610]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:09:30,610] Checkout - Step 10: Verify product 'Maldives - Business & Agency Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:09:30,718]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:09:30,718] Checkout - Step 11: Verify product 'Maldives - Business & Agency Elementor Template Kit' price is correctly displayed
 [2022-10-12 13:09:30,985]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:09:30,985] Checkout - Step 12: Verify cart total is correctly displayed
 [2022-10-12 13:09:31,062]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:09:31,062] Checkout - Step 13: Click to 'Secure Checkout' button
 [2022-10-12 13:09:33,124] Checkout - Step 14: Input to Firstname textbox with value: Vincent
 [2022-10-12 13:09:34,663] Checkout - Step 15: Input to Lastname textbox with value: VSM
 [2022-10-12 13:09:36,057] Checkout - Step 16: Input to Email textbox with value: vincent@gmail.com
 [2022-10-12 13:09:37,677] Checkout - Step 17: Input to Username textbox with value: vincen218
 [2022-10-12 13:09:40,310] Checkout - Step 18: Input to Password textbox with value: Vincen@218
 [2022-10-12 13:09:41,774] Checkout - Step 19: Tick to captcha checkbox
 [2022-10-12 13:09:42,070] Checkout - Step 20: Tick to send me tips checkbox
 [2022-10-12 13:09:42,165] Checkout - Step 21: Back to Cart Page
 [2022-10-12 13:09:43,122] Checkout - Step 21: Click to 'Empty Cart' button
 [2022-10-12 13:09:43,359] Checkout - Step 21: Accept alert to remove all item from cart
 [2022-10-12 13:09:43,378] Checkout - Step 21: Verify cart is empty
 [2022-10-12 13:09:44,535]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:21:38,456] Pre-Condition: Open browser and navigate to Homepage
 [2022-10-12 13:21:44,786] Checkout - Step 01: Click to 'Web Themes & Templates' menu
 [2022-10-12 13:21:46,251] Checkout - Step 02: Click to 'Template Kits' link from 'Elementor' submenu
 [2022-10-12 13:21:48,200] Checkout - Step 03: Choose Grid View mode
 [2022-10-12 13:21:49,141] Checkout - Step 04: Add product 'Cabel - Electricity Services Elementor Template Kit' to Cart
 [2022-10-12 13:21:51,720] Checkout - Step 05: Click to 'Keep Browsing' button to continue choosing next product
 [2022-10-12 13:21:53,658] Checkout - Step 06: Add product 'Maldives - Business & Agency Elementor Template Kit' to Cart
 [2022-10-12 13:21:54,976] Checkout - Step 07: Click to 'Go to Checkout' button
 [2022-10-12 13:21:57,827] Checkout - Step 08: Verify product 'Cabel - Electricity Services Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:21:57,956]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:21:57,956] Checkout - Step 09: Verify product '' price is correctly displayed
 [2022-10-12 13:21:58,041]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:21:58,042] Checkout - Step 10: Verify product 'Maldives - Business & Agency Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:21:58,148]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:21:58,148] Checkout - Step 11: Verify product 'Maldives - Business & Agency Elementor Template Kit' price is correctly displayed
 [2022-10-12 13:21:58,348]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:21:58,348] Checkout - Step 12: Verify cart total is correctly displayed
 [2022-10-12 13:21:58,446]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:21:58,446] Checkout - Step 13: Click to 'Secure Checkout' button
 [2022-10-12 13:22:02,454] Checkout - Step 14: Input to Firstname textbox with value: Vincent
 [2022-10-12 13:22:03,834] Checkout - Step 15: Input to Lastname textbox with value: VSM
 [2022-10-12 13:22:05,259] Checkout - Step 16: Input to Email textbox with value: vincent@gmail.com
 [2022-10-12 13:22:06,873] Checkout - Step 17: Input to Username textbox with value: vincen218
 [2022-10-12 13:22:09,564] Checkout - Step 18: Input to Password textbox with value: Vincen@218
 [2022-10-12 13:22:11,044] Checkout - Step 19: Tick to captcha checkbox
 [2022-10-12 13:22:11,357] Checkout - Step 20: Tick to send me tips checkbox
 [2022-10-12 13:22:11,451] Checkout - Step 21: Back to Cart Page
 [2022-10-12 13:22:12,436] Checkout - Step 21: Click to 'Empty Cart' button
 [2022-10-12 13:22:13,806] Checkout - Step 21: Accept alert to remove all item from cart
 [2022-10-12 13:22:13,831] Checkout - Step 21: Verify cart is empty
 [2022-10-12 13:22:14,976]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:22:14,982] Checkout - Step 01: Click to 'Web Themes & Templates' menu
 [2022-10-12 13:22:17,917] Checkout - Step 02: Click to 'Template Kits' link from 'Elementor' submenu
 [2022-10-12 13:22:19,544] Checkout - Step 03: Choose Grid View mode
 [2022-10-12 13:22:20,395] Checkout - Step 04: Add product 'Cabel - Electricity Services Elementor Template Kit' to Cart
 [2022-10-12 13:22:22,376] Checkout - Step 05: Click to 'Keep Browsing' button to continue choosing next product
 [2022-10-12 13:22:24,279] Checkout - Step 06: Add product 'Maldives - Business & Agency Elementor Template Kit' to Cart
 [2022-10-12 13:22:25,659] Checkout - Step 07: Click to 'Go to Checkout' button
 [2022-10-12 13:22:29,203] Checkout - Step 08: Verify product 'Cabel - Electricity Services Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:22:29,357]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:22:29,357] Checkout - Step 09: Verify product '' price is correctly displayed
 [2022-10-12 13:22:29,455]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:22:29,455] Checkout - Step 10: Verify product 'Maldives - Business & Agency Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:22:29,562]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:22:29,563] Checkout - Step 11: Verify product 'Maldives - Business & Agency Elementor Template Kit' price is correctly displayed
 [2022-10-12 13:22:29,867]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:22:29,867] Checkout - Step 12: Verify cart total is correctly displayed
 [2022-10-12 13:22:29,983]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:22:29,983] Checkout - Step 13: Click to 'Secure Checkout' button
 [2022-10-12 13:22:33,120] Checkout - Step 14: Input to Firstname textbox with value: Leo
 [2022-10-12 13:22:34,442] Checkout - Step 15: Input to Lastname textbox with value: VSM
 [2022-10-12 13:22:35,839] Checkout - Step 16: Input to Email textbox with value: leo@gmail.com
 [2022-10-12 13:22:37,465] Checkout - Step 17: Input to Username textbox with value: leo123
 [2022-10-12 13:22:40,100] Checkout - Step 18: Input to Password textbox with value: Leo@5421
 [2022-10-12 13:22:41,475] Checkout - Step 19: Untick to captcha checkbox
 [2022-10-12 13:22:41,623] Checkout - Step 20: Untick to send me tips checkbox
 [2022-10-12 13:22:41,829] Checkout - Step 21: Back to Cart Page
 [2022-10-12 13:22:42,739] Checkout - Step 21: Click to 'Empty Cart' button
 [2022-10-12 13:22:44,111] Checkout - Step 21: Accept alert to remove all item from cart
 [2022-10-12 13:22:44,119] Checkout - Step 21: Verify cart is empty
 [2022-10-12 13:22:46,110]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:22:46,116] Checkout - Step 01: Click to 'Web Themes & Templates' menu
 [2022-10-12 13:22:48,772] Checkout - Step 02: Click to 'Template Kits' link from 'Elementor' submenu
 [2022-10-12 13:22:50,333] Checkout - Step 03: Choose Grid View mode
 [2022-10-12 13:22:51,001] Checkout - Step 04: Add product 'Cabel - Electricity Services Elementor Template Kit' to Cart
 [2022-10-12 13:22:52,905] Checkout - Step 05: Click to 'Keep Browsing' button to continue choosing next product
 [2022-10-12 13:22:54,772] Checkout - Step 06: Add product 'Maldives - Business & Agency Elementor Template Kit' to Cart
 [2022-10-12 13:22:56,057] Checkout - Step 07: Click to 'Go to Checkout' button
 [2022-10-12 13:22:58,744] Checkout - Step 08: Verify product 'Cabel - Electricity Services Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:22:58,873]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:22:58,873] Checkout - Step 09: Verify product '' price is correctly displayed
 [2022-10-12 13:22:58,970]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:22:58,970] Checkout - Step 10: Verify product 'Maldives - Business & Agency Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:22:59,050]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:22:59,050] Checkout - Step 11: Verify product 'Maldives - Business & Agency Elementor Template Kit' price is correctly displayed
 [2022-10-12 13:22:59,130]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:22:59,130] Checkout - Step 12: Verify cart total is correctly displayed
 [2022-10-12 13:22:59,392]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:22:59,393] Checkout - Step 13: Click to 'Secure Checkout' button
 [2022-10-12 13:23:02,434] Checkout - Step 14: Input to Firstname textbox with value: Thao
 [2022-10-12 13:23:03,774] Checkout - Step 15: Input to Lastname textbox with value: Le
 [2022-10-12 13:23:05,108] Checkout - Step 16: Input to Email textbox with value: thaole@gmail.com
 [2022-10-12 13:23:06,695] Checkout - Step 17: Input to Username textbox with value: thaole123
 [2022-10-12 13:23:09,370] Checkout - Step 18: Input to Password textbox with value: Thao@!#$
 [2022-10-12 13:23:10,844] Checkout - Step 19: Untick to captcha checkbox
 [2022-10-12 13:23:11,000] Checkout - Step 20: Tick to send me tips checkbox
 [2022-10-12 13:23:11,080] Checkout - Step 21: Back to Cart Page
 [2022-10-12 13:23:12,267] Checkout - Step 21: Click to 'Empty Cart' button
 [2022-10-12 13:23:13,620] Checkout - Step 21: Accept alert to remove all item from cart
 [2022-10-12 13:23:13,640] Checkout - Step 21: Verify cart is empty
 [2022-10-12 13:23:14,760]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:28:47,598] Pre-Condition: Open browser and navigate to Homepage
 [2022-10-12 13:28:55,111] Checkout - Step 01: Click to 'Web Themes & Templates' menu
 [2022-10-12 13:28:56,789] Checkout - Step 02: Click to 'Template Kits' link from 'Elementor' submenu
 [2022-10-12 13:28:59,338] Checkout - Step 03: Choose Grid View mode
 [2022-10-12 13:29:01,397] Checkout - Step 04: Add product 'Cabel - Electricity Services Elementor Template Kit' to Cart
 [2022-10-12 13:29:03,285] Checkout - Step 05: Click to 'Keep Browsing' button to continue choosing next product
 [2022-10-12 13:29:05,172] Checkout - Step 06: Add product 'Maldives - Business & Agency Elementor Template Kit' to Cart
 [2022-10-12 13:29:06,602] Checkout - Step 07: Click to 'Go to Checkout' button
 [2022-10-12 13:29:09,798] Checkout - Step 08: Verify product 'Cabel - Electricity Services Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:29:09,951]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:29:09,952] Checkout - Step 09: Verify product 'Cabel - Electricity Services Elementor Template Kit' price is correctly displayed
 [2022-10-12 13:29:10,043]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:29:10,043] Checkout - Step 10: Verify product 'Maldives - Business & Agency Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:29:10,138]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:29:10,138] Checkout - Step 11: Verify product 'Maldives - Business & Agency Elementor Template Kit' price is correctly displayed
 [2022-10-12 13:29:10,420]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:29:10,421] Checkout - Step 12: Verify cart total is correctly displayed
 [2022-10-12 13:29:10,494]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:29:10,495] Checkout - Step 13: Click to 'Secure Checkout' button
 [2022-10-12 13:29:13,721] Checkout - Step 14: Input to Firstname textbox with value: Vincent
 [2022-10-12 13:29:15,132] Checkout - Step 15: Input to Lastname textbox with value: VSM
 [2022-10-12 13:29:16,495] Checkout - Step 16: Input to Email textbox with value: vincent@gmail.com
 [2022-10-12 13:29:18,085] Checkout - Step 17: Input to Username textbox with value: vincen218
 [2022-10-12 13:29:20,686] Checkout - Step 18: Input to Password textbox with value: Vincen@218
 [2022-10-12 13:29:22,127] Checkout - Step 19: Tick to captcha checkbox
 [2022-10-12 13:29:23,486] Checkout - Step 20: Tick to send me tips checkbox
 [2022-10-12 13:29:24,658] Checkout - Step 21: Back to Cart Page
 [2022-10-12 13:29:26,748] Checkout - Step 22: Click to 'Empty Cart' button
 [2022-10-12 13:29:28,116] Checkout - Step 23: Accept alert to remove all item from cart
 [2022-10-12 13:29:28,134] Checkout - Step 24: Verify cart is empty
 [2022-10-12 13:29:30,359]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:29:30,365] Checkout - Step 01: Click to 'Web Themes & Templates' menu
 [2022-10-12 13:29:33,964] Checkout - Step 02: Click to 'Template Kits' link from 'Elementor' submenu
 [2022-10-12 13:29:35,642] Checkout - Step 03: Choose Grid View mode
 [2022-10-12 13:29:37,670] Checkout - Step 04: Add product 'Cabel - Electricity Services Elementor Template Kit' to Cart
 [2022-10-12 13:29:39,571] Checkout - Step 05: Click to 'Keep Browsing' button to continue choosing next product
 [2022-10-12 13:29:41,421] Checkout - Step 06: Add product 'Maldives - Business & Agency Elementor Template Kit' to Cart
 [2022-10-12 13:29:42,736] Checkout - Step 07: Click to 'Go to Checkout' button
 [2022-10-12 13:29:45,413] Checkout - Step 08: Verify product 'Cabel - Electricity Services Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:29:45,525]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:29:45,526] Checkout - Step 09: Verify product 'Cabel - Electricity Services Elementor Template Kit' price is correctly displayed
 [2022-10-12 13:29:45,652]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:29:45,652] Checkout - Step 10: Verify product 'Maldives - Business & Agency Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:29:45,772]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:29:45,773] Checkout - Step 11: Verify product 'Maldives - Business & Agency Elementor Template Kit' price is correctly displayed
 [2022-10-12 13:29:46,084]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:29:46,084] Checkout - Step 12: Verify cart total is correctly displayed
 [2022-10-12 13:29:46,181]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:29:46,181] Checkout - Step 13: Click to 'Secure Checkout' button
 [2022-10-12 13:29:49,384] Checkout - Step 14: Input to Firstname textbox with value: Leo
 [2022-10-12 13:29:50,725] Checkout - Step 15: Input to Lastname textbox with value: VSM
 [2022-10-12 13:29:52,138] Checkout - Step 16: Input to Email textbox with value: leo@gmail.com
 [2022-10-12 13:29:53,627] Checkout - Step 17: Input to Username textbox with value: leo123
 [2022-10-12 13:29:56,267] Checkout - Step 18: Input to Password textbox with value: Leo@5421
 [2022-10-12 13:29:57,654] Checkout - Step 19: Untick to captcha checkbox
 [2022-10-12 13:29:57,821] Checkout - Step 20: Untick to send me tips checkbox
 [2022-10-12 13:30:02,134] Checkout - Step 21: Back to Cart Page
 [2022-10-12 13:30:04,255] Checkout - Step 22: Click to 'Empty Cart' button
 [2022-10-12 13:30:05,612] Checkout - Step 23: Accept alert to remove all item from cart
 [2022-10-12 13:30:05,630] Checkout - Step 24: Verify cart is empty
 [2022-10-12 13:30:06,766]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:30:06,772] Checkout - Step 01: Click to 'Web Themes & Templates' menu
 [2022-10-12 13:30:09,530] Checkout - Step 02: Click to 'Template Kits' link from 'Elementor' submenu
 [2022-10-12 13:30:11,098] Checkout - Step 03: Choose Grid View mode
 [2022-10-12 13:30:12,946] Checkout - Step 04: Add product 'Cabel - Electricity Services Elementor Template Kit' to Cart
 [2022-10-12 13:30:14,802] Checkout - Step 05: Click to 'Keep Browsing' button to continue choosing next product
 [2022-10-12 13:30:17,374] Checkout - Step 06: Add product 'Maldives - Business & Agency Elementor Template Kit' to Cart
 [2022-10-12 13:30:18,739] Checkout - Step 07: Click to 'Go to Checkout' button
 [2022-10-12 13:30:21,336] Checkout - Step 08: Verify product 'Cabel - Electricity Services Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:30:21,473]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:30:21,473] Checkout - Step 09: Verify product 'Cabel - Electricity Services Elementor Template Kit' price is correctly displayed
 [2022-10-12 13:30:21,565]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:30:21,565] Checkout - Step 10: Verify product 'Maldives - Business & Agency Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:30:21,647]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:30:21,647] Checkout - Step 11: Verify product 'Maldives - Business & Agency Elementor Template Kit' price is correctly displayed
 [2022-10-12 13:30:21,826]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:30:21,827] Checkout - Step 12: Verify cart total is correctly displayed
 [2022-10-12 13:30:22,009]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:30:22,009] Checkout - Step 13: Click to 'Secure Checkout' button
 [2022-10-12 13:30:24,925] Checkout - Step 14: Input to Firstname textbox with value: Thao
 [2022-10-12 13:30:26,267] Checkout - Step 15: Input to Lastname textbox with value: Le
 [2022-10-12 13:30:27,668] Checkout - Step 16: Input to Email textbox with value: thaole@gmail.com
 [2022-10-12 13:30:29,249] Checkout - Step 17: Input to Username textbox with value: thaole123
 [2022-10-12 13:30:31,879] Checkout - Step 18: Input to Password textbox with value: Thao@!#$
 [2022-10-12 13:30:33,288] Checkout - Step 19: Untick to captcha checkbox
 [2022-10-12 13:30:33,440] Checkout - Step 20: Tick to send me tips checkbox
 [2022-10-12 13:30:34,633] Checkout - Step 21: Back to Cart Page
 [2022-10-12 13:30:36,650] Checkout - Step 22: Click to 'Empty Cart' button
 [2022-10-12 13:30:37,993] Checkout - Step 23: Accept alert to remove all item from cart
 [2022-10-12 13:30:38,005] Checkout - Step 24: Verify cart is empty
 [2022-10-12 13:30:39,196]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:35:43,750] Pre-Condition: Open browser and navigate to Homepage
 [2022-10-12 13:35:50,187] Checkout - Step 01: Click to 'Web Themes & Templates' menu
 [2022-10-12 13:35:51,713] Checkout - Step 02: Click to 'Template Kits' link from 'Elementor' submenu
 [2022-10-12 13:35:53,714] Checkout - Step 03: Choose Grid View mode
 [2022-10-12 13:35:55,675] Checkout - Step 04: Add product 'Cabel - Electricity Services Elementor Template Kit' to Cart
 [2022-10-12 13:35:57,568] Checkout - Step 05: Click to 'Keep Browsing' button to continue choosing next product
 [2022-10-12 13:35:59,385] Checkout - Step 06: Add product 'Maldives - Business & Agency Elementor Template Kit' to Cart
 [2022-10-12 13:36:00,740] Checkout - Step 07: Click to 'Go to Checkout' button
 [2022-10-12 13:36:03,627] Checkout - Step 08: Verify product 'Cabel - Electricity Services Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:36:03,782]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:36:03,782] Checkout - Step 09: Verify product 'Cabel - Electricity Services Elementor Template Kit' price is correctly displayed
 [2022-10-12 13:36:03,875]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:36:03,875] Checkout - Step 10: Verify product 'Maldives - Business & Agency Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:36:03,966]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:36:03,966] Checkout - Step 11: Verify product 'Maldives - Business & Agency Elementor Template Kit' price is correctly displayed
 [2022-10-12 13:36:04,249]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:36:04,249] Checkout - Step 12: Verify cart total is correctly displayed
 [2022-10-12 13:36:04,340]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:36:04,341] Checkout - Step 13: Click to 'Secure Checkout' button
 [2022-10-12 13:36:07,666] Checkout - Step 14: Input to Firstname textbox with value: Vincent
 [2022-10-12 13:36:09,075] Checkout - Step 15: Input to Lastname textbox with value: VSM
 [2022-10-12 13:36:10,446] Checkout - Step 16: Input to Email textbox with value: vincent@gmail.com
 [2022-10-12 13:36:12,024] Checkout - Step 17: Input to Username textbox with value: vincen218
 [2022-10-12 13:36:14,691] Checkout - Step 18: Input to Password textbox with value: Vincen@218
 [2022-10-12 13:36:16,155] Checkout - Step 19: Tick to captcha checkbox
 [2022-10-12 13:36:17,530] Checkout - Step 20: Tick to send me tips checkbox
 [2022-10-12 13:36:18,694] Checkout - Step 21: Back to Cart Page
 [2022-10-12 13:36:20,792] Checkout - Step 22: Click to 'Empty Cart' button
 [2022-10-12 13:36:22,107] Checkout - Step 23: Accept alert to remove all item from cart
 [2022-10-12 13:36:22,129] Checkout - Step 24: Verify cart is empty
 [2022-10-12 13:36:23,236]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:36:23,243] Checkout - Step 01: Click to 'Web Themes & Templates' menu
 [2022-10-12 13:36:26,879] Checkout - Step 02: Click to 'Template Kits' link from 'Elementor' submenu
 [2022-10-12 13:36:28,438] Checkout - Step 03: Choose Grid View mode
 [2022-10-12 13:36:30,505] Checkout - Step 04: Add product 'Cabel - Electricity Services Elementor Template Kit' to Cart
 [2022-10-12 13:36:32,454] Checkout - Step 05: Click to 'Keep Browsing' button to continue choosing next product
 [2022-10-12 13:36:34,184] Checkout - Step 06: Add product 'Maldives - Business & Agency Elementor Template Kit' to Cart
 [2022-10-12 13:36:35,480] Checkout - Step 07: Click to 'Go to Checkout' button
 [2022-10-12 13:36:38,112] Checkout - Step 08: Verify product 'Cabel - Electricity Services Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:36:38,265]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:36:38,265] Checkout - Step 09: Verify product 'Cabel - Electricity Services Elementor Template Kit' price is correctly displayed
 [2022-10-12 13:36:38,357]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:36:38,358] Checkout - Step 10: Verify product 'Maldives - Business & Agency Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:36:38,452]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:36:38,452] Checkout - Step 11: Verify product 'Maldives - Business & Agency Elementor Template Kit' price is correctly displayed
 [2022-10-12 13:36:38,610]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:36:38,611] Checkout - Step 12: Verify cart total is correctly displayed
 [2022-10-12 13:36:38,817]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:36:38,817] Checkout - Step 13: Click to 'Secure Checkout' button
 [2022-10-12 13:36:41,895] Checkout - Step 14: Input to Firstname textbox with value: Leo
 [2022-10-12 13:36:43,255] Checkout - Step 15: Input to Lastname textbox with value: VSM
 [2022-10-12 13:36:44,661] Checkout - Step 16: Input to Email textbox with value: leo@gmail.com
 [2022-10-12 13:36:46,237] Checkout - Step 17: Input to Username textbox with value: leo123
 [2022-10-12 13:36:48,897] Checkout - Step 18: Input to Password textbox with value: Leo@5421
 [2022-10-12 13:36:50,273] Checkout - Step 19: Untick to captcha checkbox
 [2022-10-12 13:36:50,446] Checkout - Step 20: Untick to send me tips checkbox
 [2022-10-12 13:36:54,770] Checkout - Step 21: Back to Cart Page
 [2022-10-12 13:36:56,883] Checkout - Step 22: Click to 'Empty Cart' button
 [2022-10-12 13:36:58,208] Checkout - Step 23: Accept alert to remove all item from cart
 [2022-10-12 13:36:58,216] Checkout - Step 24: Verify cart is empty
 [2022-10-12 13:36:59,365]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:36:59,371] Checkout - Step 01: Click to 'Web Themes & Templates' menu
 [2022-10-12 13:37:02,214] Checkout - Step 02: Click to 'Template Kits' link from 'Elementor' submenu
 [2022-10-12 13:37:03,760] Checkout - Step 03: Choose Grid View mode
 [2022-10-12 13:37:05,643] Checkout - Step 04: Add product 'Cabel - Electricity Services Elementor Template Kit' to Cart
 [2022-10-12 13:37:07,653] Checkout - Step 05: Click to 'Keep Browsing' button to continue choosing next product
 [2022-10-12 13:37:09,397] Checkout - Step 06: Add product 'Maldives - Business & Agency Elementor Template Kit' to Cart
 [2022-10-12 13:37:10,743] Checkout - Step 07: Click to 'Go to Checkout' button
 [2022-10-12 13:37:13,308] Checkout - Step 08: Verify product 'Cabel - Electricity Services Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:37:13,444]  -------------------------- PASSED -------------------------- 
